condition,county,cylinders,fuel,drive,Suma de id,manufacturer,model,Suma de odometer,Suma de price,size,title_status,transmission,type,VIN,Suma de year
good,United states,4 cylinders,gas,fwd,7312836560,hyundai,elantra,77000,10500,mid-size,clean,automatic,sedan,KMHDH4AEXFU443717,2015
good,United states,4 cylinders,gas,fwd,7313974052,hyundai,elantra,123188,2400,mid-size,clean,automatic,sedan,KMHDN45D82U440674,2002
good,United states,4 cylinders,gas,fwd,7314757098,hyundai,elantra,187073,2500,mid-size,clean,automatic,sedan,KMHDNJ6D34U126955,2004
good,United states,4 cylinders,gas,fwd,7308784658,hyundai,elantra,137303,5700,mid-size,clean,automatic,sedan,KMHDU4AD8AU925291,2010
good,United states,4 cylinders,gas,fwd,7302515583,hyundai,elantra,102000,6995,mid-size,clean,automatic,sedan,KMHGH4AE2GU637496,2016
good,United states,4 cylinders,gas,fwd,7307746707,hyundai,elantra,101287,12995,mid-size,clean,manual,sedan,5NPD74LF6JH341945,2018
good,United states,4 cylinders,gas,fwd,7310933290,hyundai,elantra,129071,1500,mid-size,clean,manual,sedan,KMHDM46D26U224968,2006
good,United states,4 cylinders,gas,fwd,7316191144,hyundai,elantra,264000,1850,mid-size,clean,manual,sedan,KMHDN46D15U037574,2005
good,United states,4 cylinders,gas,fwd,7315848588,hyundai,elantra,58300,5900,sub-compact,clean,automatic,sedan,KMHDU46D08U407954,2008
good,United states,4 cylinders,gas,fwd,7317008478,hyundai,elantra,128000,2488,sub-compact,clean,manual,sedan,KMHDN46D65U964067,2005
good,United states,4 cylinders,gas,fwd,7310633369,hyundai,elantra gls,238050,2000,compact,clean,automatic,sedan,KMHDU46D17U168686,2007
good,United states,4 cylinders,gas,fwd,7314369560,hyundai,elantra gls,149760,7700,mid-size,clean,automatic,sedan,KMHDU4AD6AU118302,2010
good,United states,4 cylinders,gas,fwd,7316977406,hyundai,elantra gls 4dr sedan,159057,1000,sub-compact,clean,automatic,sedan,5NPDH4AE3DH174035,2013
good,United states,4 cylinders,gas,fwd,29263561540,hyundai,elantra gls 4dr sedan 6,536000,31960,mid-size,clean,automatic,sedan,KMHDH4AE0CU454057,8048
good,United states,4 cylinders,gas,fwd,7315834886,hyundai,elantra gt,83000,3495,mid-size,clean,automatic,hatchback,KMHDN55D32U054802,2002
good,United states,4 cylinders,gas,fwd,7316717963,hyundai,elantra gt hatchback,83314,8990,mid-size,clean,automatic,hatchback,KMHD35LE6DU108288,2013
good,United states,4 cylinders,gas,fwd,7302524786,hyundai,elantra se,123546,85,mid-size,clean,automatic,sedan,5NPDH4AE7FH624014,2015
good,United states,4 cylinders,gas,fwd,7310839341,hyundai,elentra,125000,5998,mid-size,clean,automatic,wagon,KMHDC8AE2CU130906,2012
good,United states,4 cylinders,gas,fwd,7309830331,hyundai,genesis coupe,134312,7999,mid-size,clean,automatic,coupe,KMHHT6KD7BU064718,2011
good,United states,4 cylinders,gas,fwd,43833615241,hyundai,kona,2106,119400,mid-size,clean,automatic,SUV,KM8K12AA8MU602731,12126
good,United states,4 cylinders,gas,fwd,7306736252,hyundai,santa fe,37325,19995,full-size,clean,automatic,SUV,5XYZU3LB5JG503562,2018
good,United states,4 cylinders,gas,fwd,7315245122,hyundai,santa fe,69671,15997,full-size,clean,automatic,SUV,5XYZU3LB8DG111762,2013
good,United states,4 cylinders,gas,fwd,21947647773,hyundai,santa fe,284910,3000,mid-size,clean,automatic,SUV,5NMSGDAB5AH412184,6030
good,United states,4 cylinders,gas,fwd,7316495725,hyundai,santa fe,160000,2650,mid-size,lien,automatic,SUV,KM8SB12B54U655532,2014
good,United states,4 cylinders,gas,fwd,7315358513,hyundai,santa fe sport,71447,13995,full-size,clean,automatic,SUV,5XYZW3LA7EG141385,2014
good,United states,4 cylinders,gas,fwd,14618698900,hyundai,sonata,130888,29176,compact,clean,automatic,sedan,5NPE34AF0FH106502,4030
good,United states,4 cylinders,gas,fwd,7308583218,hyundai,sonata,167000,3995,full-size,clean,automatic,sedan,5NPET4AC7AH656309,2010
good,United states,4 cylinders,gas,fwd,7315374945,hyundai,sonata,124000,8495,mid-size,clean,automatic,sedan,5NPE34AF6FH153419,2015
good,United states,4 cylinders,gas,fwd,7315377448,hyundai,sonata,154111,6600,mid-size,clean,automatic,sedan,5NPEB4AC8DH728836,2013
good,United states,4 cylinders,gas,fwd,7316462149,hyundai,sonata,107638,4689,mid-size,clean,automatic,sedan,5NPET46C97H260089,2007
good,United states,4 cylinders,gas,fwd,7315512110,hyundai,sonata,128168,7821,mid-size,clean,automatic,sedan,KMHEC4A46DA069678,2013
good,United states,4 cylinders,gas,fwd,7316298635,hyundai,sonata,68464,3500,mid-size,rebuilt,automatic,sedan,5NPEB4AC0DH739183,2013
good,United states,4 cylinders,gas,fwd,7313732991,hyundai,sonata gls,134000,3950,compact,clean,automatic,sedan,5NPET46C88H347614,2008
good,United states,4 cylinders,gas,fwd,14619812254,hyundai,sonata gls,358000,11998,full-size,clean,automatic,sedan,5NPEB4AC0DH626978,4026
good,United states,4 cylinders,gas,fwd,7315868586,hyundai,sonata gls,169000,3999,full-size,clean,automatic,sedan,5NPEB4AC2BH285497,2011
good,United states,4 cylinders,gas,fwd,7315785488,hyundai,sonata gls,135624,6300,full-size,clean,automatic,sedan,5NPEB4AC3DH751991,2013
good,United states,4 cylinders,gas,fwd,7316811143,hyundai,sonata gls,98651,5995,full-size,rebuilt,automatic,sedan,5NPEB4AC7DH508121,2013
good,United states,4 cylinders,gas,fwd,7316535526,hyundai,sonata gls,126017,8950,mid-size,clean,automatic,sedan,5NPEB4AC0DH615107,2013
good,United states,4 cylinders,gas,fwd,7309181634,hyundai,sonata gls,105382,6800,mid-size,clean,automatic,sedan,5NPET46C19H426740,2009
good,United states,4 cylinders,gas,fwd,7302730739,hyundai,sonata gls,152000,4400,mid-size,clean,automatic,sedan,5NPET46C79H571216,2009
good,United states,4 cylinders,gas,fwd,7307650980,hyundai,sonata gls,87014,6500,mid-size,clean,manual,sedan,5NPEB4ACXBH096466,2011
good,United states,4 cylinders,gas,fwd,29237587134,hyundai,sonata limited,357876,35996,mid-size,clean,automatic,sedan,5NPEC4AC0BH085084,8044
good,United states,4 cylinders,gas,fwd,7307215003,hyundai,sonata se,130448,6978,full-size,clean,automatic,sedan,5NPEU4AC8AH615636,2010
good,United states,4 cylinders,gas,fwd,21944791550,hyundai,tucson,507288,26985,full-size,clean,automatic,SUV,KM8JU3AC9BU311565,6033
good,United states,4 cylinders,gas,fwd,7314993655,hyundai,tucson,105598,8490,full-size,clean,automatic,SUV,KM8JU3ACXBU224886,2011
good,United states,4 cylinders,gas,fwd,7314545402,hyundai,tucson,160183,5900,mid-size,clean,automatic,SUV,KM8JT3AC5AU056303,2010
good,United states,4 cylinders,gas,fwd,7315377684,hyundai,tucson,143000,7495,mid-size,clean,automatic,SUV,KM8JU3AC8AU013250,2010
good,United states,4 cylinders,gas,fwd,7314997106,hyundai,tucson gls,101272,7492,compact,clean,automatic,SUV,KM8JU3AC4DU647353,2013
good,United states,4 cylinders,gas,fwd,7312858129,hyundai,tuscan gls,125000,8000,mid-size,clean,automatic,SUV,KM8JU3AC5DU549853,2013
good,United states,4 cylinders,gas,fwd,14624179990,hyundai,veloster,228000,19990,compact,clean,automatic,coupe,KMHTC6AD7HU308565,4034
good,United states,4 cylinders,gas,fwd,7311700086,hyundai,veloster,69551,9997,mid-size,clean,automatic,coupe,KMHTC6AD1FU237151,2015
good,United states,4 cylinders,gas,fwd,36550199740,hyundai,veloster,104230,52475,mid-size,clean,automatic,coupe,KMHTC6AD5DU178201,10065
good,United states,4 cylinders,gas,fwd,21926390976,hyundai,veloster,460581,16500,mid-size,clean,automatic,coupe,KMHTC6AD7CU044692,6036
good,United states,4 cylinders,gas,fwd,21939466171,hyundai,veloster,231000,29985,mid-size,clean,automatic,coupe,KMHTC6AD7HU306637,6051
good,United states,4 cylinders,gas,fwd,7310173417,hyundai,veloster turbo,52350,11900,sub-compact,clean,automatic,coupe,KMHTC6AE0GU279529,2016
good,United states,4 cylinders,gas,fwd,21942269133,jeep,cherokee,130965,49500,full-size,clean,automatic,SUV,1C4PJLAB7GW346146,6048
good,United states,4 cylinders,gas,fwd,7316971676,jeep,cherokee,95895,15995,full-size,clean,automatic,SUV,1C4PJLCB3JD523436,2018
good,United states,4 cylinders,gas,fwd,7304910311,jeep,cherokee,147000,9500,mid-size,clean,automatic,SUV,1C4PJLCB9FW628557,2015
good,United states,4 cylinders,gas,fwd,7311484181,jeep,compass,32318,19975,full-size,clean,automatic,SUV,3C4NJCBB4KT727229,2019
good,United states,4 cylinders,gas,fwd,14625640918,jeep,compass,319384,8000,mid-size,clean,automatic,SUV,1J4NT4FB8AD591678,4020
good,United states,4 cylinders,gas,fwd,7314539159,jeep,compass,90387,4500,mid-size,clean,manual,SUV,1J8FT47WX8D672633,2008
good,United states,4 cylinders,gas,fwd,7312878961,jeep,compass latitude (4d),99316,10750,mid-size,clean,automatic,SUV,1C4NJCEA1ED539717,2014
good,United states,4 cylinders,gas,fwd,7314502456,jeep,compass sport,94873,10900,compact,clean,automatic,SUV,1C4NJCBA6GD641134,2016
good,United states,4 cylinders,gas,fwd,7303471595,jeep,compass sport,100338,85,full-size,clean,automatic,SUV,1J8FT47018D737686,2008
good,United states,4 cylinders,gas,fwd,21930111034,jeep,patriot,270450,26850,full-size,clean,other,SUV,1C4NJPFA8GD502558,6048
good,United states,4 cylinders,gas,fwd,36523630620,jeep,patriot,752180,22500,mid-size,clean,automatic,SUV,1C4NJPBAXCD622409,10060
good,United states,4 cylinders,gas,fwd,7303747556,jeep,patriot sport,181639,4895,mid-size,clean,automatic,hatchback,2G1WX12KX59276878,2008
good,United states,4 cylinders,gas,fwd,7313929291,jeep,patriot sport,137760,8265,mid-size,clean,automatic,SUV,1C4NJPBB4FD387731,2015
good,United states,4 cylinders,gas,fwd,36567453226,jeep,renegade,275490,77995,full-size,clean,automatic,SUV,ZACCJABB9JPH77528,10090
good,United states,4 cylinders,gas,fwd,7309956403,jeep,renegade sport,143458,8900,full-size,clean,automatic,SUV,ZACCJAAT9FPC07675,2015
good,United states,4 cylinders,gas,fwd,7314858617,kia,forte,180101,5395,compact,clean,automatic,sedan,KNAFK4A63E5235661,2014
good,United states,4 cylinders,gas,fwd,7312264821,kia,forte,124667,4900,compact,clean,automatic,sedan,KNAFK4A69E5103648,2014
good,United states,4 cylinders,gas,fwd,7315710765,kia,forte,102000,5100,compact,clean,manual,sedan,KNAFK4A65G5515276,2016
good,United states,4 cylinders,gas,fwd,7315454543,kia,forte,175809,3599,full-size,salvage,automatic,sedan,KNAFW4A39B5336791,2011
good,United states,4 cylinders,gas,fwd,7314844365,kia,forte,46296,9999,mid-size,clean,automatic,hatchback,KNAFX5A80G5629307,2016
good,United states,4 cylinders,gas,fwd,7316324133,kia,forte,70179,10844,mid-size,clean,automatic,sedan,KNAFK4A66G5493496,2016
good,United states,4 cylinders,gas,fwd,7302490738,kia,forte,55986,6495,mid-size,clean,automatic,sedan,KNAFT4A24A5301168,2010
good,United states,4 cylinders,gas,fwd,14630252876,kia,forte,107366,9200,mid-size,rebuilt,automatic,sedan,KNAFU4A26B5350953,4022
good,United states,4 cylinders,gas,fwd,7316827997,kia,forte 4dr sdn lx,94000,11999,mid-size,clean,automatic,sedan,KNAFK4A65G5560766,2016
good,United states,4 cylinders,gas,fwd,7316281641,kia,forte ex,198000,2700,compact,clean,automatic,sedan,KNAFU4A25C5487285,2012
good,United states,4 cylinders,gas,fwd,7305627043,kia,forte ex,124047,85,mid-size,clean,automatic,sedan,KNAFU4A20C5499134,2012
good,United states,4 cylinders,gas,fwd,7313485820,kia,forte lx,71914,8900,compact,clean,automatic,sedan,KNAFK4A60G5539274,2016
good,United states,4 cylinders,gas,fwd,14617284261,kia,forte lx,90118,18940,compact,clean,automatic,sedan,KNAFK4A61G5537369,4032
good,United states,4 cylinders,gas,fwd,7302793859,kia,forte lx,153000,6990,mid-size,clean,automatic,sedan,3KPFK4A78HE028378,2017
good,United states,4 cylinders,gas,fwd,7316602136,kia,forte lx,82024,10900,mid-size,clean,automatic,sedan,3KPFL4A76HE016906,2017
good,United states,4 cylinders,gas,fwd,14616962967,kia,forte lx,261438,17996,mid-size,clean,automatic,sedan,3KPFL4A78HE012923,4034
good,United states,4 cylinders,gas,fwd,7316159550,kia,forte5 lx,94000,7450,mid-size,clean,automatic,hatchback,KNAFK5A80G5621609,2016
good,United states,4 cylinders,gas,fwd,14619468229,kia,optima,340902,9970,compact,clean,automatic,sedan,KNAGG4A83A5393189,4020
good,United states,4 cylinders,gas,fwd,7316427279,kia,optima,90000,7499,full-size,clean,automatic,sedan,5XXGM4A74DG158836,2013
good,United states,4 cylinders,gas,fwd,7301875684,kia,optima,87800,9500,full-size,clean,automatic,sedan,KNAGN4A73B5117304,2011
good,United states,4 cylinders,gas,fwd,7316844084,kia,optima lx,98000,11000,full-size,clean,automatic,sedan,5XXGM4A79FG477992,2015
good,United states,4 cylinders,gas,fwd,7315916229,kia,optima lx,107000,8795,mid-size,clean,automatic,sedan,5XXGM4A75CG076953,2012
good,United states,4 cylinders,gas,fwd,14626538144,kia,optima lx,101748,13990,mid-size,clean,automatic,sedan,KNAGE228495289542,4018
good,United states,4 cylinders,gas,fwd,7317034069,kia,optima lx,167898,5200,sub-compact,clean,automatic,sedan,KNAGG4A83A5377901,2010
good,United states,4 cylinders,gas,fwd,7316827662,kia,optima lx 4dr sedan,90000,14499,full-size,clean,automatic,sedan,5XXGN4A78EG259909,2014
good,United states,4 cylinders,gas,fwd,7314928456,kia,rio,116000,3490,compact,clean,manual,sedan,KNADC125X36276725,2008
good,United states,4 cylinders,gas,fwd,7314917887,kia,rio lx,171000,2500,compact,clean,automatic,sedan,KNADE223X96564543,2009
good,United states,4 cylinders,gas,fwd,7309914331,kia,rio lx,102495,6995,compact,clean,automatic,sedan,KNADM4A38D6171570,2013
good,United states,4 cylinders,gas,fwd,7307044470,kia,rio lx,68972,6400,compact,rebuilt,automatic,sedan,KNADM4A36E6390223,2014
good,United states,4 cylinders,gas,fwd,7305929157,kia,rio lx,116575,85,full-size,clean,automatic,sedan,KNADM4A38D6185579,2013
good,United states,4 cylinders,gas,fwd,7314765007,kia,rio lx,141870,4700,mid-size,clean,automatic,sedan,KNADH4A31A6637825,2010
good,United states,4 cylinders,gas,fwd,7308409323,kia,rio5 lx,92000,4995,mid-size,clean,automatic,hatchback,KNADE243196494315,2009
good,United states,4 cylinders,gas,fwd,14633454181,kia,rondo,410756,6990,full-size,clean,automatic,SUV,KNAFG528X97250210,4018
good,United states,4 cylinders,gas,fwd,7314400926,kia,rondo,68139,5495,mid-size,clean,automatic,wagon,KNAFG525277096532,2007
good,United states,4 cylinders,gas,fwd,14612368466,kia,rondo lx,273916,11990,compact,clean,automatic,hatchback,KNAFG528697237535,4018
good,United states,4 cylinders,gas,fwd,7310844278,kia,sorento,91000,7950,full-size,clean,automatic,SUV,5XYKT3A13BG098897,2011
good,United states,4 cylinders,gas,fwd,7310091555,kia,sorento,123609,7995,full-size,clean,automatic,SUV,5XYKT3A64CG289886,2012
good,United states,4 cylinders,gas,fwd,7309163202,kia,sorento,139703,13325,full-size,clean,automatic,SUV,5XYPG4A38GG081277,2016
good,United states,4 cylinders,gas,fwd,14617280759,kia,sorento,342528,12990,mid-size,clean,automatic,SUV,5XYKT3A12BG057970,4022
good,United states,4 cylinders,gas,fwd,7308239956,kia,sorento,131957,8995,mid-size,clean,automatic,SUV,5XYKT3A66CG212467,2012
good,United states,4 cylinders,gas,fwd,7307210604,kia,sorento,146028,5995,mid-size,clean,automatic,SUV,5XYKT4A23DG369250,2013
good,United states,4 cylinders,gas,fwd,7304731596,kia,sorento,104487,11950,mid-size,clean,automatic,SUV,5XYKT4A62EG481865,2014
good,United states,4 cylinders,gas,fwd,7302518936,kia,sorento lx,154199,5999,full-size,clean,automatic,SUV,5XYKT3A19BG092909,2011
good,United states,4 cylinders,gas,fwd,7314667868,kia,soul,49344,13488,compact,clean,automatic,hatchback,KNDJN2A24F7171304,2015
good,United states,4 cylinders,gas,fwd,7314411485,kia,soul,91766,7500,compact,clean,automatic,hatchback,KNDJT2A59D7562168,2013
good,United states,4 cylinders,gas,fwd,14615328254,kia,soul,249270,16996,compact,clean,automatic,wagon,KNDJP3A5XF7113563,4030
good,United states,4 cylinders,gas,fwd,14631348068,kia,soul,153768,19990,compact,clean,automatic,wagon,KNDJT2A67D7508635,4026
good,United states,4 cylinders,gas,fwd,7316971415,kia,soul,68004,9995,full-size,clean,automatic,SUV,KNDJN2A21G7256120,2016
good,United states,4 cylinders,gas,fwd,29208053719,kia,soul,374516,31980,full-size,clean,automatic,SUV,KNDJT2A68D7557956,8052
good,United states,4 cylinders,gas,fwd,7316446751,kia,soul,49455,10980,mid-size,clean,automatic,SUV,KNDJN2A2XF7772071,2015
good,United states,4 cylinders,gas,fwd,7302436519,kia,soul,105346,6850,mid-size,clean,automatic,wagon,KNDJN2A28F7152982,2015
good,United states,4 cylinders,gas,fwd,7306472445,kia,soul,76117,9800,mid-size,clean,automatic,wagon,KNDJT2A53C7445782,2012
good,United states,4 cylinders,gas,fwd,7314764365,kia,soul,130000,6600,mid-size,clean,manual,wagon,KNDJT2A26B7271064,2011
good,United states,4 cylinders,gas,fwd,7314410795,kia,soul +,165438,6500,compact,clean,automatic,hatchback,KNDJT2A23A7089594,2010
good,United states,4 cylinders,gas,fwd,7311719053,kia,soul + automatic,56019,8700,compact,clean,automatic,wagon,KNDJT2A61D7586070,2013
good,United states,4 cylinders,gas,fwd,7314498922,kia,soul + wagon,97000,5900,mid-size,clean,automatic,wagon,KNDJT2A27A7178004,2010
good,United states,4 cylinders,gas,fwd,7316826718,kia,soul + wagon 4d,133000,7999,mid-size,clean,automatic,hatchback,KNDJT2A2XB7196644,2011
good,United states,4 cylinders,gas,fwd,7315769296,kia,soul base,69615,5490,compact,clean,manual,SUV,KNDJT2A14B7302402,2011
good,United states,4 cylinders,gas,fwd,7314764698,kia,soul plus,156340,6800,mid-size,clean,automatic,sedan,KNDJT2A29B7722326,2011
good,United states,4 cylinders,gas,fwd,21946141317,kia,soul plus,405339,23970,mid-size,clean,automatic,wagon,KNDJP3A50E7007850,6042
good,United states,4 cylinders,gas,fwd,7316053163,kia,spectra,100021,3795,compact,clean,automatic,sedan,KNAFE121975443622,2007
good,United states,4 cylinders,gas,fwd,7314883830,kia,spectra,148000,2999,mid-size,clean,automatic,sedan,KNAFE121655143968,2005
good,United states,4 cylinders,gas,fwd,7314760971,kia,spectra ex,120550,5300,mid-size,clean,automatic,sedan,KNAFE121675451449,2007
good,United states,4 cylinders,gas,fwd,7316693388,kia,sportage,150624,7500,full-size,clean,automatic,SUV,KNDPB3A21C7193295,2012
good,United states,4 cylinders,gas,fwd,7306821159,kia,sportage,73503,12835,full-size,clean,automatic,SUV,KNDPB3AC0E7585793,2014
good,United states,4 cylinders,gas,fwd,7304888907,kia,sportage,35823,19900,full-size,clean,automatic,SUV,KNDPN3AC4J7344398,2018
good,United states,4 cylinders,gas,fwd,7313391309,kia,sportage,109090,12000,mid-size,clean,automatic,SUV,KNDPB3AC2F7693009,2015
good,United states,4 cylinders,gas,fwd,21921734855,kia,sportage lx,201159,36000,mid-size,clean,automatic,SUV,KNDPB3AC6G7872266,6048
good,United states,4 cylinders,gas,fwd,7312807683,kia,sportage lx fwd,97751,5250,mid-size,clean,automatic,SUV,KNDJF723397636368,2009
good,United states,4 cylinders,gas,fwd,7316456818,lexus,es 300,135313,4499,full-size,clean,automatic,sedan,JT8BF28G815105764,2001
good,United states,4 cylinders,gas,fwd,7308441391,mazda,2 sport,147700,4495,sub-compact,clean,automatic,sedan,JM1DE1HZ6B0128385,2011
good,United states,4 cylinders,gas,fwd,7315482270,mazda,3,185675,3500,compact,clean,automatic,sedan,JM1BK32F171659926,2007
good,United states,4 cylinders,gas,fwd,7316056787,mazda,3,117500,3895,compact,clean,automatic,sedan,JM1BK32F491191676,2009
good,United states,4 cylinders,gas,fwd,7315773553,mazda,3,137950,3800,compact,clean,automatic,sedan,JM1BK32F671708019,2007
good,United states,4 cylinders,gas,fwd,7304209492,mazda,3,149800,2500,compact,clean,automatic,sedan,JM1BK32G071614906,2007
good,United states,4 cylinders,gas,fwd,7316555446,mazda,3,135000,5000,compact,clean,automatic,sedan,JM1BL1S63A1197751,2010
good,United states,4 cylinders,gas,fwd,7316654062,mazda,3,118500,5740,compact,clean,automatic,sedan,JM1BL1SF6A1299836,2010
good,United states,4 cylinders,gas,fwd,7316027864,mazda,3,99887,6500,compact,clean,automatic,sedan,JM1BL1W79C1649434,2012
good,United states,4 cylinders,gas,fwd,7314477593,mazda,3,154656,5395,compact,clean,manual,sedan,JM1BL1VG1C1508682,2012
good,United states,4 cylinders,gas,fwd,7314535930,mazda,3,140000,7999,mid-size,clean,automatic,hatchback,JM1BL1L77C1579758,2012
good,United states,4 cylinders,gas,fwd,7313345190,mazda,3,156826,2750,mid-size,clean,automatic,sedan,JM1BK12G981103619,2008
good,United states,4 cylinders,gas,fwd,7315991818,mazda,3,130855,6995,mid-size,clean,automatic,sedan,JM1BL1SF2A1110132,2010
good,United states,4 cylinders,gas,fwd,7313128088,mazda,3,263850,2000,mid-size,clean,automatic,sedan,JM1BL1SG8A1325328,2010
good,United states,4 cylinders,gas,fwd,14622634830,mazda,3,358000,13000,mid-size,clean,automatic,sedan,JM1BL1UG6B1496156,4022
good,United states,4 cylinders,gas,fwd,7313595524,mazda,3,100500,5400,mid-size,clean,automatic,sedan,JM1BL1UG8B1477933,2011
good,United states,4 cylinders,gas,fwd,7311874218,mazda,3,71230,7995,mid-size,clean,automatic,sedan,JM1BL1V88C1679986,2012
good,United states,4 cylinders,gas,fwd,7309342917,mazda,3,175006,4995,mid-size,clean,manual,hatchback,JM1BK143X51293064,2005
good,United states,4 cylinders,gas,fwd,7313268847,mazda,3,77312,8800,mid-size,clean,manual,sedan,JM1BL1U59B1435270,2011
good,United states,4 cylinders,gas,fwd,7311168607,mazda,3,104722,5995,mid-size,clean,manual,sedan,JM1BL1V85C1650106,2012
good,United states,4 cylinders,gas,fwd,7311163251,mazda,3 s 5 door grand touring,142186,3600,compact,clean,automatic,hatchback,JM1BL1H62A1319720,2010
good,United states,4 cylinders,gas,fwd,7316827043,mazda,3 s grand touring,123000,8499,mid-size,clean,automatic,sedan,JM1BL1W6XB1403921,2011
good,United states,4 cylinders,gas,fwd,7311421846,mazda,3i,165255,6900,mid-size,rebuilt,automatic,sedan,JM1BL1SFXA1196709,2010
good,United states,4 cylinders,gas,fwd,7311809211,mazda,5,153290,5400,full-size,clean,automatic,hatchback,JM1CR29L890346497,2009
good,United states,4 cylinders,gas,fwd,7313657879,mazda,6,181000,3200,full-size,clean,automatic,sedan,1YVHP80C785M36649,2008
good,United states,4 cylinders,gas,fwd,7311875216,mazda,6,92000,4400,mid-size,clean,automatic,sedan,1YVHP81C175M62810,2007
good,United states,4 cylinders,gas,fwd,7316942317,mazda,6,237016,2691,mid-size,clean,manual,sedan,1YVHP80C755M27042,2005
good,United states,4 cylinders,gas,fwd,7311825188,mazda,6,172145,3900,mid-size,clean,manual,sedan,1YVHP85C875M20368,2007
good,United states,4 cylinders,gas,fwd,7316200480,mazda,6 touring,155783,8250,compact,clean,automatic,sedan,JM1GJ1V6XE1117231,2014
good,United states,4 cylinders,gas,fwd,7315340166,mazda,6i sport,76765,5500,mid-size,salvage,automatic,sedan,1YVHZ8DH1C5M35179,2012
good,United states,4 cylinders,gas,fwd,7314654958,mazda,cx-5,90256,13900,full-size,clean,automatic,SUV,JM3KE2CY7F0518727,2015
good,United states,4 cylinders,gas,fwd,7303332853,mazda,cx-5,140672,9495,full-size,clean,automatic,SUV,JM3KE2DE3D0108136,2013
good,United states,4 cylinders,gas,fwd,36567450582,mazda,cx-5,498295,94990,full-size,clean,automatic,SUV,JM3KFACL2H0139455,10085
good,United states,4 cylinders,gas,fwd,14615945142,mazda,cx-5,219010,23000,mid-size,clean,automatic,wagon,JM3KE2BE0F0468616,4030
good,United states,4 cylinders,gas,fwd,7310307103,mazda,cx-5 grand touring,143222,3500,full-size,clean,manual,sedan,JM3KE2DY3F0481609,2015
good,United states,4 cylinders,gas,fwd,29243935149,mazda,cx-5 sport,680924,35800,mid-size,clean,automatic,SUV,JM3KE2BE9F0466900,8060
good,United states,4 cylinders,gas,fwd,7316602499,mazda,cx-7,84200,7499,full-size,clean,automatic,SUV,JM3ER2BMXB0361186,2011
good,United states,4 cylinders,gas,fwd,7314992926,mazda,mazda2,97542,8998,compact,clean,automatic,hatchback,JM1DE1KZ5C0138528,2012
good,United states,4 cylinders,gas,fwd,14624005634,mazda,mazda2 touring,188630,12000,compact,clean,automatic,hatchback,JM1DE1LZ1C0143093,4024
good,United states,4 cylinders,gas,fwd,7315474607,mazda,mazda3,65000,6999,compact,clean,automatic,sedan,JM1BL1UP3D1825155,2013
good,United states,4 cylinders,gas,fwd,7311825689,mazda,mazda3,170000,5900,mid-size,clean,automatic,sedan,JM1BL1SG0A1173366,2010
good,United states,4 cylinders,gas,fwd,7315586295,mazda,mazda3,114000,6800,mid-size,clean,automatic,sedan,JM1BL1UG4C1547879,2012
good,United states,4 cylinders,gas,fwd,7304842898,mazda,mazda3,60225,11200,mid-size,clean,automatic,sedan,JM1BM1U75G1337911,2016
good,United states,4 cylinders,gas,fwd,7315562101,mazda,mazda3,158219,8957,mid-size,clean,automatic,sedan,JM1GJ1T50F1202266,2015
good,United states,4 cylinders,gas,fwd,14627924316,mazda,mazda3 gt,249604,11800,compact,rebuilt,automatic,hatchback,JM1BL1M5XC1619473,4024
good,United states,4 cylinders,gas,fwd,21936054990,mazda,mazda3 i sport,265092,25350,mid-size,clean,automatic,sedan,JM1BL1UF1C1569295,6036
good,United states,4 cylinders,gas,fwd,7315864570,mazda,mazda3 i sport 4-door,113000,4900,mid-size,clean,manual,sedan,JM1BK32G791249420,2009
good,United states,4 cylinders,gas,fwd,7307894668,mazda,mazda3 s grand touring,127061,5500,full-size,clean,automatic,sedan,JM1BL1W61B1399001,2011
good,United states,4 cylinders,gas,fwd,7311410972,mazda,mazda3 s touring,151368,7995,compact,clean,manual,sedan,JM1BK343081806662,2008
good,United states,4 cylinders,gas,fwd,7316201076,mazda,mazda3 touring hatchback,149985,5200,compact,clean,automatic,hatchback,JM1BK344691229467,2009
good,United states,4 cylinders,gas,fwd,7307410855,mazda,mazda3i,84657,8490,compact,clean,automatic,sedan,JM1BL1VF8C1514437,2012
good,United states,4 cylinders,gas,fwd,7316216713,mazda,mazda5,95663,7990,full-size,clean,automatic,van,JM1CW2BL2C0115329,2012
good,United states,4 cylinders,gas,fwd,7304465088,mazda,mazda5,81618,9995,full-size,clean,automatic,van,JM1CW2BL4F0182017,2015
good,United states,4 cylinders,gas,fwd,7314995499,mazda,mazda5,112000,3900,mid-size,clean,automatic,hatchback,JM1CR29L080307868,2008
good,United states,4 cylinders,gas,fwd,7311809704,mazda,mazda5,116000,4900,mid-size,clean,automatic,wagon,JM1CR29LX80321941,2008
good,United states,4 cylinders,gas,fwd,7316825357,mazda,mazda5 touring,110000,8999,mid-size,clean,automatic,mini-van,JM1CW2CL3C0111837,2012
good,United states,4 cylinders,gas,fwd,14631183130,mazda,mazda6,255700,15576,compact,clean,automatic,sedan,1YVHZ8BH8B5M27971,4022
good,United states,4 cylinders,gas,fwd,21933676540,mazda,mazda6,183732,53364,compact,clean,automatic,sedan,JM1GL1V55H1104666,6051
good,United states,4 cylinders,gas,fwd,7310108135,mazda,mazda6 i sport,137780,3300,full-size,clean,manual,sedan,1YVHP80C775M25598,2007
